"setting.idx","method","Dose 1","Dose 2","Dose 3","Dose 4","Dose 5","EN","EN.Overdose","DLT_pts","duration"
41,"tite12",8.2,6.6,4.3,2.5,1.1,22.7,7.9,5.9,25.81
41,"bfet",10.14,9.69,5.45,1.97,0.56,27.81,7.98,6.71,30.2
81,"ours0.s1",12.86,9.94,4.22,1.04,0.18,28.23,5.44,0,41.33
81,"ours0.s2",0.07,0.11,0.13,0.07,0.01,0.39,0.21,0,0.68
81,"ours0.total",12.93,10.05,4.35,1.11,0.19,28.62,5.64,6.35,42.01
81,"bf.s1",12.43,10.32,4.44,1.09,0.2,28.48,5.73,0,41.61
81,"bf.s2",0,0,0,0,0,0,0,0,0
81,"bf.total",12.43,10.32,4.44,1.09,0.2,28.48,5.73,6.46,41.61
81,"ours1.s1",11.97,9.53,4.25,1.15,0.25,27.14,5.65,0,34.72
81,"ours1.s2",0.64,0.45,0.24,0.09,0.01,1.44,0.35,0,2.3
81,"ours1.total",12.61,9.98,4.49,1.24,0.26,28.58,5.99,6.26,37.02
81,"ours2.s1",12.1,9.64,4.18,1.08,0.22,27.22,5.48,0,35.46
81,"ours2.s2",0.55,0.37,0.23,0.07,0.01,1.23,0.31,0,2.05
81,"ours2.total",12.65,10.02,4.4,1.16,0.23,28.45,5.79,6.27,37.5
81,"ours3.s1",12.07,9.59,4.3,1.21,0.26,27.43,5.77,0,35.48
81,"ours3.s2",0,0,0,0,0,0,0,0,0
81,"ours3.total",12.07,9.59,4.3,1.21,0.26,27.43,5.77,6.26,35.48
81,"titeet",15.6,9.3,3.8,0.9,0.2,29.8,4.9,6.5,37.12
81,"tite12",7.9,6.7,4.5,2.7,1.2,23,8.4,6.1,29.59
81,"bfet",10.44,9.74,5.18,1.77,0.49,27.61,7.44,6.48,32.2
31,"ours0.s1",11.93,9.54,4.2,1.07,0.23,26.96,5.49,0,33.14
31,"ours0.s2",0.54,0.33,0.17,0.06,0.01,1.1,0.24,0,1.65
31,"ours0.total",12.47,9.87,4.37,1.13,0.23,28.07,5.73,6.18,34.79
31,"bf.s1",11.46,9.77,4.33,1.13,0.23,26.91,5.68,0,33.23
31,"bf.s2",0,0,0,0,0,0,0,0,0
31,"bf.total",11.46,9.77,4.33,1.13,0.23,26.91,5.68,6.18,33.23
31,"ours1.s1",10.15,8.95,4.24,1.29,0.31,24.94,5.85,0,27.31
31,"ours1.s2",2.09,0.81,0.32,0.1,0.01,3.34,0.43,0,4.22
31,"ours1.total",12.24,9.77,4.56,1.39,0.32,28.28,6.28,5.88,31.53
31,"ours2.s1",10.33,9.22,4.26,1.15,0.29,25.25,5.7,0,27.81
31,"ours2.s2",1.92,0.72,0.29,0.09,0.02,3.03,0.39,0,3.92
31,"ours2.total",12.25,9.94,4.54,1.24,0.31,28.29,6.09,5.92,31.73
31,"ours3.s1",10.27,9.08,4.28,1.17,0.29,25.09,5.74,0,27.67
31,"ours3.s2",0,0,0,0,0,0,0,0,0
31,"ours3.total",10.27,9.08,4.28,1.17,0.29,25.09,5.74,5.87,27.67
31,"titeet",16.2,9.3,3.3,0.8,0.2,29.8,4.3,6.5,32.98
31,"tite12",8.1,6.7,4.3,2.5,1.1,22.7,7.9,5.8,25.14
31,"bfet",9.83,9.7,5.42,1.96,0.56,27.47,7.94,6.79,28.6
11,"ours0.s1",12.41,9.77,4.16,1.11,0.26,27.71,5.52,0,35.56
11,"ours0.s2",0.31,0.26,0.19,0.07,0.01,0.85,0.28,0,1.28
11,"ours0.total",12.72,10.03,4.35,1.18,0.27,28.55,5.8,6.27,36.84
11,"bf.s1",11.79,9.99,4.4,1.1,0.22,27.5,5.72,0,35.19
11,"bf.s2",0,0,0,0,0,0,0,0,0
11,"bf.total",11.79,9.99,4.4,1.1,0.22,27.5,5.72,6.29,35.19
11,"ours1.s1",11.12,9.24,4.32,1.22,0.3,26.19,5.83,0,30.43
11,"ours1.s2",1.29,0.66,0.29,0.1,0.02,2.37,0.42,0,3.15
11,"ours1.total",12.41,9.9,4.61,1.32,0.32,28.56,6.25,6.09,33.58
11,"ours2.s1",11.34,9.24,4.14,1.13,0.26,26.11,5.53,0,30.78
11,"ours2.s2",1.11,0.61,0.3,0.11,0.02,2.15,0.43,0,2.92
11,"ours2.total",12.45,9.85,4.45,1.24,0.28,28.26,5.96,6.04,33.71
11,"ours3.s1",11.21,9.19,4.29,1.24,0.28,26.2,5.8,0,30.69
11,"ours3.s2",0,0,0,0,0,0,0,0,0
11,"ours3.total",11.21,9.19,4.29,1.24,0.28,26.2,5.8,6.04,30.69
11,"titeet",15.7,9.4,3.6,0.9,0.2,29.8,4.7,6.5,33.29
11,"tite12",8.1,6.6,4.4,2.6,1.1,22.8,8.1,5.8,25.24
11,"bfet",10.15,9.72,5.45,1.97,0.56,27.84,7.98,6.73,30.1
71,"ours0.s1",12.63,9.91,4.24,1.08,0.22,28.08,5.54,0,39.48
71,"ours0.s2",0.14,0.16,0.16,0.07,0.01,0.53,0.23,0,0.95
71,"ours0.total",12.77,10.07,4.39,1.15,0.23,28.62,5.78,6.36,40.43
71,"bf.s1",12.2,10.16,4.4,1.11,0.22,28.08,5.72,0,39.5
71,"bf.s2",0,0,0,0,0,0,0,0,0
71,"bf.total",12.2,10.16,4.4,1.11,0.22,28.08,5.72,6.39,39.5
71,"ours1.s1",11.11,9.31,4.27,1.22,0.3,26.22,5.79,0,31.56
71,"ours1.s2",1.27,0.64,0.3,0.09,0.01,2.31,0.39,0,3.46
71,"ours1.total",12.39,9.96,4.57,1.31,0.31,28.53,6.18,6.09,35.02
71,"ours2.s1",11.37,9.23,4.19,1.12,0.24,26.15,5.55,0,31.84
71,"ours2.s2",1.09,0.57,0.23,0.1,0.02,2.02,0.36,0,3.13
71,"ours2.total",12.46,9.8,4.42,1.22,0.26,28.17,5.91,6.03,34.96
71,"ours3.s1",11.27,9.25,4.28,1.19,0.27,26.26,5.74,0,31.85
71,"ours3.s2",0,0,0,0,0,0,0,0,0
71,"ours3.total",11.27,9.25,4.28,1.19,0.27,26.26,5.74,6.04,31.85
71,"titeet",15.9,9.4,3.4,0.8,0.2,29.7,4.4,6.4,36.22
71,"tite12",8,6.6,4.4,2.6,1.2,22.8,8.2,5.9,28.53
71,"bfet",10.12,9.66,5.46,1.97,0.55,27.76,7.98,6.7,31
51,"ours0.s1",12.86,9.95,4.1,0.97,0.17,28.06,5.25,0,41.27
51,"ours0.s2",0.07,0.1,0.11,0.06,0.01,0.35,0.17,0,0.62
51,"ours0.total",12.94,10.05,4.21,1.03,0.17,28.41,5.42,6.35,41.9
51,"bf.s1",12.42,10.31,4.44,1.1,0.21,28.47,5.74,0,41.51
51,"bf.s2",0,0,0,0,0,0,0,0,0
51,"bf.total",12.42,10.31,4.44,1.1,0.21,28.47,5.74,6.45,41.51
51,"ours1.s1",11.93,9.52,4.25,1.14,0.21,27.05,5.61,0,34.63
51,"ours1.s2",0.67,0.46,0.25,0.08,0.02,1.48,0.35,0,2.37
51,"ours1.total",12.6,9.97,4.49,1.22,0.24,28.53,5.96,6.26,37
51,"ours2.s1",12.07,9.49,4.21,1.11,0.22,27.11,5.54,0,35.31
51,"ours2.s2",0.54,0.39,0.24,0.09,0.01,1.27,0.34,0,2.06
51,"ours2.total",12.61,9.88,4.45,1.2,0.24,28.37,5.89,6.25,37.37
51,"ours3.s1",12.07,9.6,4.3,1.21,0.26,27.44,5.77,0,35.49
51,"ours3.s2",0,0,0,0,0,0,0,0,0
51,"ours3.total",12.07,9.6,4.3,1.21,0.26,27.44,5.77,6.26,35.49
51,"titeet",15.6,9.5,3.6,0.9,0.2,29.8,4.7,6.5,36.76
51,"tite12",8,6.7,4.4,2.6,1.2,22.9,8.2,5.9,28.82
51,"bfet",10.46,9.76,5.17,1.76,0.48,27.63,7.41,6.47,32.1
45,"ours0.s1",7.92,10.16,9.67,4.6,1.26,33.62,5.86,0,41.66
45,"ours0.s2",0.26,0.4,0.77,0.52,0.12,2.06,0.63,0,2.88
45,"ours0.total",8.18,10.56,10.43,5.12,1.38,35.67,6.5,5.75,44.54
45,"bf.s1",6.69,10.35,9.69,4.78,1.16,32.68,5.95,0,41.62
45,"bf.s2",0,0,0,0,0,0,0,0,0
45,"bf.total",6.69,10.35,9.69,4.78,1.16,32.68,5.95,5.82,41.62
45,"ours1.s1",6.7,8.99,9.19,4.68,1.35,30.9,6.03,0,34.75
45,"ours1.s2",1.26,1.43,1.16,0.63,0.11,4.59,0.74,0,5.88
45,"ours1.total",7.96,10.42,10.35,5.31,1.46,35.49,6.77,5.59,40.63
45,"ours2.s1",7.1,9.38,9.15,4.35,1.19,31.16,5.53,0,35.48
45,"ours2.s2",1.04,1.13,1.1,0.64,0.1,4.01,0.74,0,5.23
45,"ours2.total",8.14,10.51,10.25,4.99,1.29,35.17,6.27,5.57,40.71
45,"ours3.s1",7.01,9.19,9.11,4.65,1.28,31.24,5.93,0,35.28
45,"ours3.s2",0,0,0,0,0,0,0,0,0
45,"ours3.total",7.01,9.19,9.11,4.65,1.28,31.24,5.93,5.57,35.28
45,"titeet",5.7,8.5,10.9,3.9,0.9,29.9,4.8,5.5,34.92
45,"tite12",5,5.7,7.6,5.1,2.6,26,7.7,5.5,30.25
45,"bfet",5.74,8.1,9.85,5.86,2.11,31.66,7.97,6.2,35.1
21,"ours0.s1",12.91,9.99,4.16,1.01,0.17,28.24,5.34,0,41.42
21,"ours0.s2",0.07,0.11,0.13,0.06,0.01,0.39,0.21,0,0.66
21,"ours0.total",12.99,10.09,4.29,1.07,0.19,28.63,5.55,6.4,42.08
21,"bf.s1",12.42,10.3,4.44,1.09,0.2,28.45,5.73,0,41.46
21,"bf.s2",0,0,0,0,0,0,0,0,0
21,"bf.total",12.42,10.3,4.44,1.09,0.2,28.45,5.73,6.45,41.46
21,"ours1.s1",11.96,9.63,4.2,1.15,0.26,27.19,5.61,0,34.89
21,"ours1.s2",0.63,0.45,0.25,0.08,0.02,1.43,0.35,0,2.29
21,"ours1.total",12.58,10.08,4.45,1.23,0.27,28.62,5.96,6.24,37.18
21,"ours2.s1",12.07,9.49,4.2,1.11,0.24,27.11,5.55,0,35.37
21,"ours2.s2",0.53,0.39,0.25,0.1,0.01,1.28,0.37,0,2.09
21,"ours2.total",12.6,9.89,4.45,1.21,0.26,28.4,5.91,6.23,37.46
21,"ours3.s1",12.09,9.59,4.3,1.2,0.25,27.44,5.76,0,35.48
21,"ours3.s2",0,0,0,0,0,0,0,0,0
21,"ours3.total",12.09,9.59,4.3,1.2,0.25,27.44,5.76,6.27,35.48
21,"titeet",15.4,9.4,3.7,1.1,0.2,29.8,5,6.6,36.55
21,"tite12",8,6.6,4.3,2.6,1.2,22.7,8.1,5.9,28.36
21,"bfet",10.48,9.78,5.18,1.76,0.48,27.67,7.42,6.49,32.1
42,"ours0.s1",8.91,11.5,8.47,3.68,1.02,33.59,4.71,0,41.07
42,"ours0.s2",0.42,0.55,0.55,0.27,0.07,1.86,0.34,0,2.67
42,"ours0.total",9.33,12.05,9.02,3.96,1.09,35.45,5.05,5.95,43.74
42,"bf.s1",7.86,11.57,8.83,3.8,0.96,33.03,4.76,0,41.12
42,"bf.s2",0,0,0,0,0,0,0,0,0
42,"bf.total",7.86,11.57,8.83,3.8,0.96,33.03,4.76,6.02,41.12
42,"ours1.s1",7.54,10.16,8.15,3.69,1.07,30.6,4.76,0,34.16
42,"ours1.s2",1.68,1.68,0.95,0.43,0.09,4.82,0.51,0,6.12
42,"ours1.total",9.21,11.84,9.1,4.12,1.16,35.42,5.27,5.63,40.28
42,"ours2.s1",7.7,10.38,8.18,3.66,1.08,30.99,4.74,0,35.15
42,"ours2.s2",1.4,1.47,0.94,0.43,0.09,4.33,0.52,0,5.58
42,"ours2.total",9.1,11.85,9.12,4.09,1.18,35.33,5.26,5.67,40.73
42,"ours3.s1",7.71,10.37,8.23,3.74,1.1,31.15,4.83,0,35.04
42,"ours3.s2",0,0,0,0,0,0,0,0,0
42,"ours3.total",7.71,10.37,8.23,3.74,1.1,31.15,4.83,5.69,35.04
42,"titeet",6.5,12.6,7.5,2.7,0.6,29.9,3.3,5.4,34.53
42,"tite12",5.2,7.5,6.2,4.1,2,25,6.1,5.2,28.94
42,"bfet",6.55,10.14,9.14,4.95,1.86,32.64,6.81,6.49,35.6
5,"ours0.s1",7.01,9.33,9.1,4.46,1.23,31.14,5.69,0,34.19
5,"ours0.s2",0.95,0.92,1.04,0.56,0.1,3.57,0.66,0,4.22
5,"ours0.total",7.96,10.26,10.14,5.02,1.33,34.71,6.35,5.55,38.41
5,"bf.s1",6.08,9.41,9.17,4.65,1.23,30.54,5.88,0,34.12
5,"bf.s2",0,0,0,0,0,0,0,0,0
5,"bf.total",6.08,9.41,9.17,4.65,1.23,30.54,5.88,5.57,34.12
5,"ours1.s1",6.01,8.4,8.73,4.58,1.34,29.06,5.92,0,29.82
5,"ours1.s2",2.48,1.97,1.36,0.6,0.11,6.54,0.72,0,7.29
5,"ours1.total",8.49,10.37,10.1,5.18,1.45,35.6,6.63,5.34,37.11
5,"ours2.s1",6.18,8.69,8.76,4.43,1.35,29.4,5.78,0,30.58
5,"ours2.s2",2.06,1.78,1.4,0.62,0.12,5.97,0.74,0,6.71
5,"ours2.total",8.24,10.47,10.16,5.05,1.47,35.38,6.51,5.34,37.29
5,"ours3.s1",6.18,8.62,8.8,4.55,1.33,29.48,5.89,0,30.54
5,"ours3.s2",0,0,0,0,0,0,0,0,0
5,"ours3.total",6.18,8.62,8.8,4.55,1.33,29.48,5.89,5.36,30.54
5,"titeet",5.6,8.7,10.9,3.9,0.9,30,4.8,5.6,31.2
5,"tite12",5,5.6,7.7,5.1,2.4,25.8,7.5,5.5,26.66
5,"bfet",5.63,8.25,9.88,5.85,2.18,31.79,8.03,6.33,32.5
15,"ours0.s1",7.95,10.13,9.58,4.61,1.26,33.53,5.86,0,41.39
15,"ours0.s2",0.24,0.41,0.75,0.52,0.09,2.02,0.61,0,2.83
15,"ours0.total",8.19,10.54,10.34,5.13,1.35,35.54,6.48,5.81,44.22
15,"bf.s1",6.68,10.34,9.68,4.78,1.16,32.63,5.94,0,41.51
15,"bf.s2",0,0,0,0,0,0,0,0,0
15,"bf.total",6.68,10.34,9.68,4.78,1.16,32.63,5.94,5.81,41.51
15,"ours1.s1",6.79,9.03,9.08,4.64,1.29,30.83,5.93,0,34.57
15,"ours1.s2",1.33,1.38,1.19,0.67,0.12,4.69,0.79,0,6
15,"ours1.total",8.12,10.41,10.27,5.3,1.42,35.53,6.72,5.56,40.57
15,"ours2.s1",7.07,9.14,9.03,4.59,1.35,31.19,5.94,0,35.4
15,"ours2.s2",1.01,1.22,1.18,0.71,0.14,4.26,0.85,0,5.56
15,"ours2.total",8.07,10.37,10.21,5.3,1.5,35.45,6.8,5.51,40.96
15,"ours3.s1",7.01,9.19,9.11,4.65,1.28,31.24,5.93,0,35.28
15,"ours3.s2",0,0,0,0,0,0,0,0,0
15,"ours3.total",7.01,9.19,9.11,4.65,1.28,31.24,5.93,5.57,35.28
15,"titeet",5.6,8.4,11.1,3.8,1,29.9,4.8,5.4,34.65
15,"tite12",5,5.6,7.5,5.2,2.6,25.9,7.8,5.3,29.7
15,"bfet",5.74,8.13,9.86,5.84,2.1,31.67,7.94,6.21,35
2,"ours0.s1",7.89,10.48,8.05,3.55,0.99,30.96,4.54,0,33.82
2,"ours0.s2",1.12,1.27,0.76,0.37,0.07,3.59,0.44,0,4.22
2,"ours0.total",9.01,11.75,8.81,3.92,1.06,34.55,4.98,5.63,38.04
2,"bf.s1",7.05,10.53,8.33,3.67,1,30.57,4.67,0,33.74
2,"bf.s2",0,0,0,0,0,0,0,0,0
2,"bf.total",7.05,10.53,8.33,3.67,1,30.57,4.67,5.71,33.74
2,"ours1.s1",6.6,9.48,8.01,3.64,1.14,28.88,4.78,0,29.7
2,"ours1.s2",2.87,2.19,1.06,0.44,0.07,6.62,0.51,0,7.38
2,"ours1.total",9.47,11.66,9.07,4.08,1.21,35.49,5.29,5.47,37.08
2,"ours2.s1",6.8,9.7,7.97,3.59,1.09,29.16,4.68,0,30.27
2,"ours2.s2",2.44,2.09,1,0.43,0.07,6.03,0.5,0,6.75
2,"ours2.total",9.24,11.79,8.98,4.02,1.16,35.19,5.18,5.49,37.02
2,"ours3.s1",6.79,9.63,8.01,3.68,1.11,29.22,4.79,0,30.27
2,"ours3.s2",0,0,0,0,0,0,0,0,0
2,"ours3.total",6.79,9.63,8.01,3.68,1.11,29.22,4.79,5.46,30.27
2,"titeet",6.5,12.9,7.5,2.5,0.6,30,3.1,5.3,31.09
2,"tite12",5.1,7.7,6.2,4,1.9,24.9,5.9,5.2,25.6
2,"bfet",6.39,10.12,9.24,4.93,1.83,32.51,6.76,6.56,33.1
75,"ours0.s1",8.2,10.35,9.76,4.72,1.17,34.2,5.89,0,47.07
75,"ours0.s2",0.09,0.23,0.59,0.46,0.11,1.48,0.56,0,2.43
75,"ours0.total",8.29,10.58,10.35,5.18,1.28,35.68,6.46,5.88,49.5
75,"bf.s1",7.06,10.69,9.91,4.76,1.13,33.55,5.89,0,47.2
75,"bf.s2",0,0,0,0,0,0,0,0,0
75,"bf.total",7.06,10.69,9.91,4.76,1.13,33.55,5.89,5.93,47.2
75,"ours1.s1",6.89,9.02,9.14,4.7,1.34,31.08,6.03,0,36.19
75,"ours1.s2",1.26,1.37,1.25,0.67,0.13,4.68,0.8,0,6.65
75,"ours1.total",8.15,10.38,10.39,5.36,1.47,35.76,6.83,5.58,42.84
75,"ours2.s1",7.13,9.31,9.13,4.43,1.2,31.2,5.63,0,36.8
75,"ours2.s2",0.99,1.2,1.14,0.65,0.13,4.11,0.79,0,5.96
75,"ours2.total",8.12,10.51,10.27,5.09,1.33,35.31,6.42,5.55,42.76
75,"ours3.s1",7.09,9.25,9.13,4.59,1.29,31.35,5.87,0,36.77
75,"ours3.s2",0,0,0,0,0,0,0,0,0
75,"ours3.total",7.09,9.25,9.13,4.59,1.29,31.35,5.87,5.55,36.77
75,"titeet",5.6,8.5,11,3.9,0.9,29.9,4.8,5.5,38.81
75,"tite12",4.8,5.6,7.7,5.3,2.7,26.1,8,5.6,33.73
75,"bfet",5.75,8.1,9.84,5.87,2.12,31.68,7.99,6.22,36
35,"ours0.s1",7.74,9.76,9.31,4.6,1.25,32.66,5.85,0,39.96
35,"ours0.s2",0.38,0.49,0.86,0.56,0.12,2.41,0.69,0,3.35
35,"ours0.total",8.12,10.25,10.17,5.17,1.37,35.07,6.54,5.67,43.31
35,"bf.s1",6.55,10.05,9.47,4.72,1.22,32.01,5.94,0,40.08
35,"bf.s2",0,0,0,0,0,0,0,0,0
35,"bf.total",6.55,10.05,9.47,4.72,1.22,32.01,5.94,5.72,40.08
35,"ours1.s1",6.05,8.54,8.79,4.52,1.33,29.23,5.85,0,31.33
35,"ours1.s2",2.39,1.85,1.35,0.6,0.13,6.32,0.73,0,7.73
35,"ours1.total",8.44,10.39,10.14,5.12,1.46,35.55,6.58,5.36,39.06
35,"ours2.s1",6.32,8.68,8.77,4.43,1.28,29.48,5.7,0,31.97
35,"ours2.s2",2.02,1.67,1.32,0.64,0.08,5.74,0.72,0,7.14
35,"ours2.total",8.34,10.36,10.09,5.07,1.36,35.21,6.42,5.42,39.11
35,"ours3.s1",6.25,8.7,8.8,4.55,1.35,29.64,5.89,0,31.98
35,"ours3.s2",0,0,0,0,0,0,0,0,0
35,"ours3.total",6.25,8.7,8.8,4.55,1.35,29.64,5.89,5.38,31.98
35,"titeet",5.9,8.7,10.8,3.7,0.8,29.9,4.5,5.4,34.54
35,"tite12",4.9,5.6,7.7,5.2,2.5,25.9,7.7,5.5,29.76
35,"bfet",5.64,8.24,9.86,5.87,2.17,31.77,8.04,6.34,33.3
65,"ours0.s1",8.13,10.29,9.58,4.65,1.23,33.88,5.88,0,46.09
65,"ours0.s2",0.15,0.31,0.7,0.53,0.11,1.8,0.65,0,2.94
65,"ours0.total",8.28,10.6,10.28,5.18,1.34,35.68,6.53,5.81,49.03
65,"bf.s1",6.99,10.54,9.76,4.69,1.11,33.1,5.8,0,46.12
65,"bf.s2",0,0,0,0,0,0,0,0,0
65,"bf.total",6.99,10.54,9.76,4.69,1.11,33.1,5.8,5.86,46.12
65,"ours1.s1",6.25,8.67,8.93,4.5,1.3,29.65,5.8,0,33.33
65,"ours1.s2",2.04,1.74,1.32,0.65,0.12,5.87,0.77,0,7.95
65,"ours1.total",8.29,10.42,10.24,5.15,1.42,35.52,6.57,5.43,41.28
65,"ours2.s1",6.38,8.79,8.93,4.5,1.26,29.86,5.76,0,33.97
65,"ours2.s2",1.77,1.64,1.28,0.66,0.11,5.45,0.77,0,7.53
65,"ours2.total",8.15,10.43,10.21,5.16,1.37,35.31,6.52,5.41,41.5
65,"ours3.s1",6.45,8.79,8.91,4.56,1.28,29.99,5.84,0,33.99
65,"ours3.s2",0,0,0,0,0,0,0,0,0
65,"ours3.total",6.45,8.79,8.91,4.56,1.28,29.99,5.84,5.41,33.99
65,"titeet",5.7,8.7,11,3.7,0.8,29.9,4.5,5.4,38.44
65,"tite12",5,5.6,7.7,5.3,2.5,26.1,7.8,5.4,33.49
65,"bfet",5.65,8.22,9.87,5.88,2.17,31.79,8.05,6.34,34.3
85,"ours0.s1",8.28,10.81,9.94,4.61,1.14,34.77,5.74,0,49.12
85,"ours0.s2",0.06,0.16,0.57,0.5,0.1,1.39,0.6,0,2.19
85,"ours0.total",8.34,10.97,10.51,5.11,1.24,36.17,6.35,5.94,51.31
85,"bf.s1",7.17,10.93,10.15,4.8,1.1,34.16,5.9,0,48.97
85,"bf.s2",0,0,0,0,0,0,0,0,0
85,"bf.total",7.17,10.93,10.15,4.8,1.1,34.16,5.9,6.01,48.97
85,"ours1.s1",7.59,9.74,9.35,4.54,1.24,32.46,5.78,0,39.94
85,"ours1.s2",0.61,0.87,0.98,0.69,0.12,3.26,0.81,0,4.87
85,"ours1.total",8.2,10.6,10.33,5.24,1.36,35.73,6.59,5.72,44.81
85,"ours2.s1",7.73,9.88,9.43,4.5,1.25,32.78,5.75,0,40.91
85,"ours2.s2",0.46,0.73,0.96,0.7,0.13,2.98,0.83,0,4.5
85,"ours2.total",8.19,10.6,10.39,5.2,1.38,35.76,6.58,5.73,45.4
85,"ours3.s1",7.65,9.84,9.49,4.61,1.31,32.9,5.92,0,40.76
85,"ours3.s2",0,0,0,0,0,0,0,0,0
85,"ours3.total",7.65,9.84,9.49,4.61,1.31,32.9,5.92,5.75,40.76
85,"titeet",5.7,8.4,10.8,4,1.1,30,5.1,5.5,39.54
85,"tite12",4.8,5.6,7.6,5.2,2.8,26,8,5.4,34.58
85,"bfet",5.8,8.25,9.95,5.65,1.95,31.6,7.6,6.09,38.2
52,"ours0.s1",9.42,12.23,8.91,3.7,0.89,35.15,4.6,0,48.19
52,"ours0.s2",0.09,0.18,0.44,0.29,0.05,1.05,0.34,0,1.77
52,"ours0.total",9.51,12.41,9.34,3.99,0.95,36.21,4.94,6.16,49.96
52,"bf.s1",8.49,12.27,9.15,3.76,0.87,34.55,4.63,0,48.19
52,"bf.s2",0,0,0,0,0,0,0,0,0
52,"bf.total",8.49,12.27,9.15,3.76,0.87,34.55,4.63,6.2,48.19
52,"ours1.s1",8.45,11.1,8.5,3.73,1.02,32.8,4.75,0,39.62
